Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,8669,0,11,16.65628111535857,4.993111000658246,254.62579199938773,21888.58530395663,28.893458306168355,0.0,11,15,19,22,31,44,72,91,200,250,250
GET,GET /customers/{id},8971,0,6,11.433079744952233,1.820527000745642,272.2471779998159,436.8942146917846,29.90001320390314,0.0,6,9,12,14,22,34,58,82,210,270,270
GET,GET /health,2926,0,5,9.714930652753463,1.2815210002372623,171.26904599990667,15.0,9.752250433019794,0.0,5,8,10,13,20,32,56,82,140,170,170
GET,GET /orders/{id},8979,0,7,12.374678969149596,2.378893000241078,237.4560250000286,1338.828377324869,29.926676909803398,0.0,7,10,13,16,23,35,67,85,170,240,240
GET,GET /products,9131,0,7,13.466804038221133,2.1324989993445342,292.5503939995906,2548.6671777461397,30.43328732190832,0.0,7,12,16,19,28,42,70,90,190,290,290
POST,POST /customers,5891,0,62,79.45812518977378,18.53374599977542,491.3551589997951,437.2909523001188,19.634486432303355,0.0,62,74,84,95,150,210,280,310,430,490,490
POST,POST /orders,8906,0,75,99.6700901763914,23.30099400023755,660.1277239997216,1344.2405120143724,29.683370593463533,0.0,75,96,110,130,190,260,320,370,510,660,660
PUT,PUT /customers/{id},5919,0,64,81.7635685250884,19.786282000495703,491.98334899938345,437.3956749450921,19.72780940295426,0.0,64,76,89,100,150,210,270,300,440,490,490
,Aggregated,59392,0,16,39.55366341109671,1.2815210002372623,660.1277239997216,4144.421235183189,197.95135260352416,0.0,16,41,56,65,94,140,220,280,410,550,660
