Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788393907,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788393908,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788393909,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1788393910,20,,Aggregated,0.000000,0.000000,7,47,63,67,78,86,86,130,130,130,130,60,0,6,29.718152999976155,2.338340998903732,132.24538900067273,3057.2833333333333
1788393911,30,,Aggregated,0.000000,0.000000,7,22,52,67,80,85,88,110,130,130,130,128,0,7,27.15031889836439,2.1514439995371504,132.24538900067273,4830.4765625
1788393912,40,,Aggregated,0.000000,0.000000,7,22,52,67,80,85,88,110,130,130,130,128,0,7,27.15031889836439,2.1514439995371504,132.24538900067273,4830.4765625
1788393913,50,,Aggregated,56.333333,0.000000,7,20,61,71,82,88,120,130,160,160,160,368,0,7,29.66383362765713,1.1762049998651491,156.5536960006284,4172.554347826087
1788393914,50,,Aggregated,67.000000,0.000000,7,20,60,68,79,88,120,130,160,160,160,619,0,7,29.097383728568865,1.1762049998651491,156.5536960006284,4222.537964458805
1788393915,50,,Aggregated,67.000000,0.000000,7,20,60,68,79,88,120,130,160,160,160,619,0,7,29.097383728568865,1.1762049998651491,156.5536960006284,4222.537964458805
1788393916,50,,Aggregated,114.500000,0.000000,7,18,60,66,78,86,120,130,160,160,160,919,0,7,28.546255850916793,1.1762049998651491,156.5536960006284,4254.233949945593
1788393917,50,,Aggregated,122.666667,0.000000,7,20,59,65,77,86,120,130,170,180,180,1220,0,7,28.60925599179311,1.1762049998651491,176.27976699986903,4167.851639344262
1788393918,50,,Aggregated,122.666667,0.000000,7,20,59,65,77,86,120,130,170,180,180,1220,0,7,28.60925599179311,1.1762049998651491,176.27976699986903,4167.851639344262
1788393919,50,,Aggregated,142.888889,0.000000,7,27,60,66,78,100,130,160,210,220,220,1520,0,7,30.150013575642955,1.1762049998651491,221.2553580011445,4080.1190789473685
1788393920,50,,Aggregated,147.888889,0.000000,7,35,60,66,78,110,130,200,220,260,260,1821,0,7,30.684403913770097,1.1762049998651491,261.07254499947885,4184.609555189456
1788393921,50,,Aggregated,147.888889,0.000000,7,35,60,66,78,110,130,200,220,260,260,1821,0,7,30.684403913770097,1.1762049998651491,261.07254499947885,4184.609555189456
1788393922,50,,Aggregated,179.700000,0.000000,7,38,60,66,79,100,130,180,220,260,260,2121,0,7,30.82594183261305,1.096502001018962,261.07254499947885,4147.382838283828
1788393923,50,,Aggregated,184.400000,0.000000,7,35,60,66,78,88,130,160,220,260,260,2421,0,7,30.02958879676691,1.096502001018962,261.07254499947885,4214.971499380421
1788393924,50,,Aggregated,184.400000,0.000000,7,35,60,66,78,88,130,160,220,260,260,2421,0,7,30.02958879676691,1.096502001018962,261.07254499947885,4214.971499380421
1788393925,50,,Aggregated,195.600000,0.000000,7,35,60,66,78,88,130,160,220,260,260,2721,0,7,30.09578939763481,1.096502001018962,261.07254499947885,4179.524439544285
1788393926,50,,Aggregated,200.500000,0.000000,7,37,60,67,78,89,130,150,210,260,260,3013,0,7,30.25575374875236,1.096502001018962,261.07254499947885,4173.823763690673
1788393927,50,,Aggregated,200.500000,0.000000,7,37,60,67,78,89,130,150,210,260,260,3013,0,7,30.25575374875236,1.096502001018962,261.07254499947885,4173.823763690673
1788393928,50,,Aggregated,194.700000,0.000000,7,38,61,67,80,96,130,170,220,260,260,3313,0,7,30.72022921309913,1.096502001018962,261.07254499947885,4214.054633262904
1788393929,50,,Aggregated,199.900000,0.000000,7,37,62,68,80,96,130,190,220,260,260,3619,0,7,30.807049529426866,1.096502001018962,261.07254499947885,4211.744128212214
1788393930,50,,Aggregated,199.900000,0.000000,7,37,62,68,80,96,130,190,220,260,260,3619,0,7,30.807049529426866,1.096502001018962,261.07254499947885,4211.744128212214
1788393931,50,,Aggregated,195.300000,0.000000,7,35,62,68,79,94,130,170,220,260,260,3919,0,7,30.520223730287366,1.096502001018962,261.07254499947885,4225.233988262312
