samples,observed_seconds,coverage_percent,coverage_by_metric,connections_average,connections_max,commits_total,rollbacks_total,commits_per_second,rollbacks_per_second,blocks_read_total,blocks_hit_total,cache_hit_ratio,database_size_average_bytes,database_size_max_bytes,boundary_method,metric_source
62,299.986194,100.000000,"{""postgres_blocks_hit"":100.0,""postgres_blocks_read"":100.0,""postgres_commits_total"":100.0,""postgres_connections"":100.0,""postgres_database_size_bytes"":100.0,""postgres_rollbacks_total"":100.0,""postgres_up"":100.0}",22.000000,22.000054,119419.148441,59.997185,398.082148,0.200000,0.000000,4815839.823477,1.000000000,17506959.109,25392104.147,scrape-padded overlap clipping; time-weighted gauges,postgres_exporter_via_prometheus
