Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /customers,8849,0,10,15.167217601877285,4.912903000331426,245.35397399995418,21889.863939428185,29.49258539682642,0.0,10,13,16,18,27,42,74,97,170,250,250
GET,GET /customers/{id},8960,0,5,9.911490620532959,1.551975999973365,245.0843490000807,436.9364955357143,29.862534202233554,0.0,5,8,10,12,19,30,63,85,170,250,250
GET,GET /health,3019,0,4,8.227702945353709,1.2808980000045267,134.9793670001418,15.0,10.0619409326499,0.0,4,6,8,10,16,26,48,80,130,130,130
GET,GET /orders/{id},8938,0,6,10.078546322665487,1.9161459999850194,245.8597469999404,1338.7817185052584,29.789211015576285,0.0,6,8,10,12,19,31,57,81,150,250,250
GET,GET /products,9028,0,6,11.877301325432294,2.0532599996840872,292.8485659999751,2548.7206468763848,30.089169506446932,0.0,6,10,13,15,25,38,68,90,150,290,290
POST,POST /customers,5803,0,57,75.87846899431491,17.04058699988309,511.0785719998603,437.2510770291229,19.340656916915325,0.0,57,70,81,92,150,210,260,300,430,510,510
POST,POST /orders,8945,0,67,90.42318102996126,20.954418000201258,659.8154450002767,1344.368809390721,29.81254112042178,0.0,67,85,110,120,180,230,290,330,480,660,660
PUT,PUT /customers/{id},5897,0,58,77.47223014651193,17.419588999928237,529.0834400002495,437.3813803628964,19.653946896269115,0.0,58,70,82,96,160,210,270,290,480,530,530
,Aggregated,59439,0,13,36.191444576288134,1.2808980000045267,659.8154450002767,4202.316795370043,198.10258598733932,0.0,13,37,50,59,87,140,210,260,390,530,660
