samples,observed_seconds,coverage_percent,coverage_by_metric,connections_average,connections_max,commits_total,rollbacks_total,commits_per_second,rollbacks_per_second,blocks_read_total,blocks_hit_total,cache_hit_ratio,database_size_average_bytes,database_size_max_bytes,boundary_method,metric_source
62,299.985852,100.000000,"{""postgres_blocks_hit"":100.0,""postgres_blocks_read"":100.0,""postgres_commits_total"":100.0,""postgres_connections"":100.0,""postgres_database_size_bytes"":100.0,""postgres_rollbacks_total"":100.0,""postgres_up"":100.0}",22.000000,22.000000,76676.224244,59.997170,255.599468,0.200000,0.000000,11392714.895867,1.000000000,17732074.069,25785292.344,scrape-padded overlap clipping; time-weighted gauges,postgres_exporter_via_prometheus
